Year,Sector,Degree,Period,Reef,Depth2,Transect,Type,Quantity
2023,North,29°N,After,3,Shallow,2,Warm Water Corals,5
2023,South,26°N,After,20,Shallow,1,Warm Water Corals,1
2009,North,29°N,Before,89,Deep,1,Warm Water Corals,1
2023,South,24°N,Before,44,Shallow,4,Warm Water Corals,8
2010,North,29°N,Before,13,Shallow,4,Warm Water Corals,2
2009,South,26°N,Before,18,Shallow,7,Warm Water Corals,59
2010,South,28°N,After,9,Shallow,1,Warm Water Corals,4
2023,North,29°N,After,10,Shallow,1,Warm Water Corals,1
2023,North,29°N,After,10,Shallow,1,Warm Water Corals,5
2009,South,24°N,After,43,Shallow,2,Warm Water Corals,1
2009,South,24°N,After,43,Shallow,2,Warm Water Corals,45
2023,South,26°N,After,82,Shallow,2,Warm Water Corals,8
2023,South,24°N,Before,43,Shallow,3,Warm Water Corals,5
2023,North,29°N,After,10,Shallow,3,Warm Water Corals,1
2009,South,24°N,After,43,Shallow,6,Warm Water Corals,77
2023,South,25°N,After,12,Deep,2,Warm Water Corals,1
2010,North,29°N,Before,67,Shallow,1,Warm Water Corals,1
2023,South,27°N,After,75,Deep,1,Warm Water Corals,1
2023,South,25°N,Before,53,Shallow,1,Warm Water Corals,1
2023,South,25°N,After,12,Deep,4,Warm Water Corals,3
2010,South,26°N,Before,50,Shallow,2,Warm Water Corals,3
2023,South,25°N,Before,53,Shallow,2,Warm Water Corals,8
2023,North,29°N,After,59,Shallow,3,Warm Water Corals,3
2009,North,29°N,Before,89,Shallow,2,Warm Water Corals,1
2009,South,28°N,After,9,Deep,1,Warm Water Corals,3
2009,North,29°N,Before,63,Deep,1,Warm Water Corals,1
2009,South,26°N,Before,28,Shallow,4,Warm Water Corals,1
2009,South,26°N,Before,28,Shallow,4,Warm Water Corals,6
2010,South,25°N,After,40,Shallow,1,Warm Water Corals,1
2009,South,27°N,Before,74,Deep,8,Warm Water Corals,1
2009,North,30°N,Before,8,Shallow,5,Warm Water Corals,1
2009,South,24°N,After,36,Shallow,2,Warm Water Corals,5
2009,South,24°N,After,36,Shallow,2,Warm Water Corals,5
2009,South,24°N,After,36,Shallow,2,Warm Water Corals,1
2023,South,26°N,After,29,Shallow,3,Warm Water Corals,2
2010,North,30°N,Before,8,Shallow,2,Warm Water Corals,2
2010,North,30°N,Before,8,Shallow,2,Warm Water Corals,1
2010,North,29°N,Before,26,Shallow,1,Warm Water Corals,1
2010,South,26°N,Before,34,Deep,4,Warm Water Corals,2
2009,South,24°N,After,36,Shallow,8,Warm Water Corals,3
2010,North,29°N,Before,26,Shallow,3,Warm Water Corals,2
2009,North,30°N,Before,8,Deep,4,Warm Water Corals,1
2009,South,26°N,Before,16,Shallow,6,Warm Water Corals,1
2009,North,29°N,Before,5,Shallow,2,Warm Water Corals,2
2009,South,24°N,After,37,Shallow,1,Warm Water Corals,8
2010,North,29°N,Before,26,Shallow,4,Warm Water Corals,2
2009,South,24°N,After,37,Shallow,1,Warm Water Corals,35
2023,South,25°N,Before,69,Shallow,2,Warm Water Corals,5
2023,South,27°N,After,75,Shallow,4,Warm Water Corals,1
2010,North,29°N,Before,30,Deep,1,Warm Water Corals,1
2009,South,25°N,Before,65,Deep,8,Warm Water Corals,3
2009,North,29°N,Before,5,Shallow,5,Warm Water Corals,1
2009,South,25°N,Before,42,Deep,8,Warm Water Corals,1
2010,North,29°N,Before,13,Shallow,3,Warm Water Corals,1
2009,North,29°N,Before,13,Shallow,6,Warm Water Corals,2
2009,North,29°N,Before,66,Shallow,6,Warm Water Corals,4
2009,North,29°N,Before,66,Shallow,6,Warm Water Corals,2
2010,North,29°N,Before,56,Shallow,2,Warm Water Corals,1
2010,South,26°N,Before,32,Shallow,3,Warm Water Corals,2
2023,South,27°N,After,74,Deep,3,Warm Water Corals,7
2010,North,29°N,Before,25,Deep,3,Warm Water Corals,1
2009,South,25°N,After,65,Shallow,2,Warm Water Corals,25
2023,North,29°N,After,25,Shallow,4,Warm Water Corals,3
2023,North,29°N,After,13,Shallow,1,Warm Water Corals,1
2009,North,29°N,Before,11,Shallow,5,Warm Water Corals,1
2023,South,27°N,After,57,Deep,3,Warm Water Corals,2
2009,South,24°N,After,23,Deep,4,Warm Water Corals,30
2010,North,29°N,Before,1,Shallow,1,Warm Water Corals,1
2009,South,24°N,After,37,Shallow,6,Warm Water Corals,1
2023,South,25°N,Before,55,Shallow,4,Warm Water Corals,15
2009,South,25°N,After,65,Shallow,8,Warm Water Corals,7
2023,South,24°N,Before,36,Shallow,3,Warm Water Corals,8
2023,South,24°N,Before,36,Shallow,3,Warm Water Corals,3
2009,North,29°N,Before,63,Shallow,6,Warm Water Corals,1
2009,North,29°N,Before,63,Shallow,6,Warm Water Corals,1
2009,North,29°N,Before,63,Shallow,6,Warm Water Corals,1
2009,North,29°N,Before,63,Shallow,6,Warm Water Corals,1
2010,North,29°N,Before,89,Shallow,3,Warm Water Corals,1
2009,South,26°N,Before,21,Shallow,2,Warm Water Corals,1
2010,South,26°N,Before,50,Shallow,2,Warm Water Corals,2
2010,South,26°N,Before,31,Shallow,1,Warm Water Corals,1
2010,South,26°N,Before,31,Shallow,1,Warm Water Corals,5
2009,South,25°N,After,40,Shallow,1,Warm Water Corals,8
2009,South,25°N,After,40,Shallow,1,Warm Water Corals,1
2023,North,30°N,After,7,Deep,2,Warm Water Corals,1
2023,North,30°N,After,7,Deep,2,Warm Water Corals,1
2009,South,24°N,After,23,Shallow,1,Warm Water Corals,10
2023,South,27°N,After,57,Shallow,3,Warm Water Corals,14
2010,North,29°N,Before,63,Deep,1,Warm Water Corals,1
2010,South,27°N,Before,47,Shallow,4,Warm Water Corals,19
2009,South,26°N,Before,50,Shallow,7,Warm Water Corals,8
2010,South,27°N,Before,57,Shallow,4,Warm Water Corals,1
2010,North,29°N,Before,30,Shallow,1,Warm Water Corals,6
2009,South,28°N,After,9,Deep,3,Warm Water Corals,1
2023,South,25°N,After,40,Deep,4,Warm Water Corals,12
2023,South,27°N,After,85,Shallow,2,Warm Water Corals,5
2009,North,29°N,Before,25,Shallow,4,Warm Water Corals,1
2009,North,29°N,Before,25,Shallow,4,Warm Water Corals,4
2023,South,25°N,Before,40,Shallow,2,Warm Water Corals,1
2009,North,29°N,Before,25,Shallow,4,Warm Water Corals,8
2023,South,27°N,After,85,Shallow,3,Warm Water Corals,28
2010,North,29°N,Before,30,Shallow,2,Warm Water Corals,1
2010,South,26°N,Before,33,Shallow,4,Warm Water Corals,4
2023,South,26°N,After,15,Shallow,4,Warm Water Corals,28
2023,South,27°N,After,74,Deep,1,Warm Water Corals,6
2023,North,29°N,After,26,Shallow,2,Warm Water Corals,1
2010,North,29°N,Before,30,Shallow,4,Warm Water Corals,1
2009,South,25°N,After,81,Shallow,1,Warm Water Corals,32
2023,North,30°N,After,7,Shallow,2,Warm Water Corals,1
2023,North,30°N,After,7,Shallow,2,Warm Water Corals,1
2009,North,29°N,Before,13,Shallow,5,Warm Water Corals,1
2023,South,25°N,Before,81,Shallow,2,Warm Water Corals,1
2010,South,25°N,After,42,Shallow,1,Warm Water Corals,2
2010,North,29°N,Before,13,Shallow,3,Warm Water Corals,3
2010,North,29°N,Before,56,Shallow,2,Warm Water Corals,1
2009,North,29°N,Before,56,Shallow,2,Warm Water Corals,4
2023,South,25°N,After,53,Deep,1,Warm Water Corals,1
2010,North,29°N,Before,63,Shallow,1,Warm Water Corals,4
2010,South,26°N,Before,16,Shallow,3,Warm Water Corals,3
2009,North,30°N,Before,7,Shallow,2,Warm Water Corals,1
2023,South,26°N,After,49,Shallow,3,Warm Water Corals,7
2023,South,26°N,After,49,Shallow,3,Warm Water Corals,1
2010,North,29°N,Before,56,Deep,2,Warm Water Corals,1
2023,North,30°N,After,7,Shallow,4,Warm Water Corals,4
2023,North,30°N,After,7,Shallow,4,Warm Water Corals,5
2023,South,25°N,After,72,Deep,4,Warm Water Corals,1
2023,South,25°N,After,72,Deep,4,Warm Water Corals,4
2010,South,26°N,Before,17,Shallow,2,Warm Water Corals,5
2010,South,26°N,Before,17,Shallow,2,Warm Water Corals,1
2009,South,26°N,Before,14,Shallow,3,Warm Water Corals,6
2010,South,24°N,After,43,Shallow,2,Warm Water Corals,26
2009,North,29°N,Before,88,Shallow,4,Warm Water Corals,1
2009,South,26°N,Before,21,Shallow,2,Warm Water Corals,5
2009,South,25°N,After,41,Shallow,7,Warm Water Corals,3
2009,South,26°N,Before,27,Shallow,3,Warm Water Corals,4
2023,North,29°N,After,26,Deep,1,Warm Water Corals,7
2023,South,24°N,Before,22,Shallow,1,Warm Water Corals,9
2009,South,26°N,Before,15,Shallow,4,Warm Water Corals,110
2023,South,27°N,After,74,Shallow,4,Warm Water Corals,1
2009,South,26°N,Before,18,Deep,3,Warm Water Corals,2
2023,South,26°N,After,19,Deep,2,Warm Water Corals,41
2023,South,26°N,After,19,Deep,2,Warm Water Corals,40
2009,South,26°N,Before,33,Shallow,8,Warm Water Corals,6
2009,South,26°N,Before,27,Shallow,7,Warm Water Corals,1
2009,South,26°N,Before,15,Shallow,8,Warm Water Corals,79
2009,South,28°N,After,9,Deep,2,Warm Water Corals,1
2010,North,30°N,Before,7,Shallow,1,Warm Water Corals,1
2010,North,30°N,Before,7,Shallow,1,Warm Water Corals,1
2023,North,29°N,After,35,Shallow,1,Warm Water Corals,1
2009,South,26°N,Before,16,Shallow,3,Warm Water Corals,5
2009,South,25°N,After,54,Shallow,3,Warm Water Corals,1
2009,South,25°N,After,54,Shallow,3,Warm Water Corals,20
2023,South,25°N,Before,65,Shallow,3,Warm Water Corals,15
2023,South,26°N,After,15,Shallow,3,Warm Water Corals,30
2023,South,26°N,After,82,Deep,1,Warm Water Corals,25
2010,South,25°N,After,54,Shallow,1,Warm Water Corals,2
2010,South,25°N,After,54,Shallow,1,Warm Water Corals,9
2023,South,26°N,After,82,Deep,2,Warm Water Corals,1
2023,North,30°N,After,8,Shallow,2,Warm Water Corals,3
2009,North,29°N,Before,66,Shallow,4,Warm Water Corals,9
2009,South,24°N,After,22,Deep,7,Warm Water Corals,2
2023,South,26°N,After,20,Deep,1,Warm Water Corals,21
2023,South,26°N,After,82,Deep,3,Warm Water Corals,1
2023,North,29°N,After,3,Shallow,1,Warm Water Corals,3
2023,North,29°N,After,3,Shallow,1,Warm Water Corals,3
2009,South,26°N,Before,17,Shallow,6,Warm Water Corals,19
2010,South,25°N,After,72,Shallow,4,Warm Water Corals,1
2010,North,29°N,Before,13,Shallow,3,Warm Water Corals,3
2010,North,29°N,Before,13,Shallow,3,Warm Water Corals,7
2009,North,29°N,Before,66,Shallow,6,Warm Water Corals,2
2009,South,25°N,After,41,Shallow,1,Warm Water Corals,85
2023,North,29°N,After,6,Shallow,3,Warm Water Corals,22
2009,South,26°N,Before,17,Shallow,7,Warm Water Corals,81
2009,South,26°N,Before,18,Shallow,7,Warm Water Corals,150
2023,North,29°N,After,3,Shallow,4,Warm Water Corals,5
2009,North,29°N,Before,67,Shallow,1,Warm Water Corals,1
2023,North,29°N,After,3,Shallow,4,Warm Water Corals,6
2023,South,26°N,After,28,Shallow,3,Warm Water Corals,12
2009,South,26°N,Before,18,Shallow,8,Warm Water Corals,4
2023,South,26°N,After,28,Shallow,4,Warm Water Corals,6
2009,North,29°N,Before,89,Deep,2,Warm Water Corals,24
2023,South,26°N,After,82,Shallow,3,Warm Water Corals,15
2023,North,29°N,After,10,Shallow,3,Warm Water Corals,1
2009,North,29°N,Before,89,Shallow,1,Warm Water Corals,1
2009,South,25°N,After,72,Shallow,2,Warm Water Corals,5
2023,South,25°N,After,12,Deep,4,Warm Water Corals,1
2009,South,26°N,Before,21,Shallow,2,Warm Water Corals,1
2009,South,24°N,After,43,Shallow,8,Warm Water Corals,65
2023,South,25°N,Before,53,Shallow,2,Warm Water Corals,24
2023,North,29°N,After,26,Deep,1,Warm Water Corals,30
2009,South,25°N,After,72,Shallow,3,Warm Water Corals,4
2009,South,25°N,After,72,Shallow,3,Warm Water Corals,3
2009,North,29°N,Before,89,Shallow,2,Warm Water Corals,1
2010,North,29°N,Before,67,Shallow,3,Warm Water Corals,1
2009,South,25°N,After,72,Shallow,5,Warm Water Corals,1
2009,North,30°N,Before,8,Shallow,6,Warm Water Corals,1
2009,South,26°N,Before,21,Shallow,8,Warm Water Corals,2
2009,South,27°N,Before,74,Shallow,1,Warm Water Corals,1
2009,South,27°N,Before,74,Shallow,1,Warm Water Corals,10
2010,South,25°N,After,40,Shallow,3,Warm Water Corals,6
2010,North,29°N,Before,67,Shallow,4,Warm Water Corals,3
2009,South,27°N,Before,70,Shallow,2,Warm Water Corals,1
2009,South,24°N,After,22,Shallow,4,Warm Water Corals,1
2009,South,27°N,Before,70,Shallow,2,Warm Water Corals,3
2010,North,29°N,Before,67,Shallow,4,Warm Water Corals,10
2010,North,29°N,Before,30,Shallow,1,Warm Water Corals,3
2009,South,27°N,Before,74,Shallow,2,Warm Water Corals,14
2009,South,27°N,Before,74,Shallow,2,Warm Water Corals,1
2023,South,25°N,After,69,Deep,3,Warm Water Corals,7
2023,South,25°N,After,69,Deep,4,Warm Water Corals,16
2023,South,26°N,After,15,Shallow,4,Warm Water Corals,5
2023,South,26°N,After,15,Shallow,4,Warm Water Corals,3
2010,South,25°N,Before,42,Deep,2,Warm Water Corals,8
2023,North,29°N,After,13,Deep,1,Warm Water Corals,1
2010,South,26°N,Before,34,Shallow,1,Warm Water Corals,2
2010,South,26°N,Before,32,Shallow,1,Warm Water Corals,1
2023,South,26°N,After,14,Shallow,1,Warm Water Corals,9
2023,South,26°N,After,16,Shallow,1,Warm Water Corals,1
2010,North,29°N,Before,30,Deep,1,Warm Water Corals,8
2010,North,29°N,Before,89,Deep,4,Warm Water Corals,11
2010,South,26°N,Before,15,Shallow,2,Warm Water Corals,1
2009,South,27°N,Before,85,Shallow,5,Warm Water Corals,2
2010,South,25°N,After,72,Shallow,4,Warm Water Corals,1
2009,North,30°N,Before,8,Shallow,1,Warm Water Corals,2
2023,North,29°N,After,25,Shallow,3,Warm Water Corals,2
2023,North,29°N,After,25,Shallow,3,Warm Water Corals,8
2009,South,27°N,Before,74,Shallow,7,Warm Water Corals,2
2010,North,29°N,Before,30,Deep,2,Warm Water Corals,8
2023,North,29°N,After,25,Shallow,4,Warm Water Corals,10
2009,South,26°N,Before,31,Shallow,2,Warm Water Corals,2
2009,North,29°N,Before,67,Shallow,2,Warm Water Corals,1
2009,South,26°N,Before,31,Shallow,2,Warm Water Corals,3
2010,North,29°N,Before,25,Deep,4,Warm Water Corals,2
2023,South,27°N,After,57,Deep,3,Warm Water Corals,3
2009,South,24°N,After,23,Deep,4,Warm Water Corals,40
2023,North,29°N,After,13,Shallow,2,Warm Water Corals,2
2010,South,24°N,After,36,Shallow,2,Warm Water Corals,2
2009,South,24°N,After,23,Deep,5,Warm Water Corals,100
2010,North,29°N,Before,25,Shallow,1,Warm Water Corals,5
2010,South,27°N,Before,47,Shallow,2,Warm Water Corals,1
2010,South,24°N,After,36,Shallow,3,Warm Water Corals,1
2009,South,26°N,Before,18,Deep,2,Warm Water Corals,15
2009,South,25°N,Before,81,Deep,2,Warm Water Corals,5
2023,South,25°N,After,68,Deep,4,Warm Water Corals,6
2009,South,24°N,After,23,Deep,8,Warm Water Corals,30
2009,South,24°N,After,38,Shallow,1,Warm Water Corals,4
2023,North,30°N,After,7,Deep,2,Warm Water Corals,2
2009,South,24°N,After,38,Shallow,1,Warm Water Corals,13
2023,South,25°N,After,68,Deep,1,Warm Water Corals,4
2009,South,24°N,After,23,Shallow,2,Warm Water Corals,56
2009,North,29°N,Before,66,Shallow,1,Warm Water Corals,1
2009,North,29°N,Before,66,Shallow,1,Warm Water Corals,1
2010,North,29°N,Before,30,Shallow,1,Warm Water Corals,3
2009,South,24°N,After,38,Shallow,4,Warm Water Corals,2
2010,North,29°N,Before,63,Deep,2,Warm Water Corals,1
2009,South,25°N,Before,81,Deep,7,Warm Water Corals,4
2010,South,26°N,Before,34,Shallow,1,Warm Water Corals,1
2010,North,29°N,Before,30,Shallow,3,Warm Water Corals,1
2010,North,29°N,Before,30,Shallow,3,Warm Water Corals,1
2023,South,25°N,Before,68,Shallow,3,Warm Water Corals,21
2023,North,29°N,After,26,Shallow,1,Warm Water Corals,1
2023,North,30°N,After,7,Shallow,1,Warm Water Corals,6
2009,South,24°N,After,23,Shallow,7,Warm Water Corals,11
2023,North,29°N,After,26,Shallow,2,Warm Water Corals,25
2023,South,27°N,After,74,Deep,1,Warm Water Corals,25
2023,South,27°N,After,74,Deep,1,Warm Water Corals,12
2023,North,29°N,After,26,Shallow,2,Warm Water Corals,16
2023,North,29°N,After,26,Shallow,2,Warm Water Corals,40
2009,North,29°N,Before,56,Shallow,1,Warm Water Corals,1
2023,North,30°N,After,7,Shallow,2,Warm Water Corals,2
2009,North,29°N,Before,13,Shallow,5,Warm Water Corals,1
2010,North,29°N,Before,89,Deep,4,Warm Water Corals,5
2010,South,25°N,After,72,Shallow,4,Warm Water Corals,1
2010,South,26°N,Before,27,Shallow,3,Warm Water Corals,1
2009,South,24°N,After,38,Shallow,7,Warm Water Corals,15
2009,North,30°N,Before,8,Shallow,1,Warm Water Corals,3
2009,North,29°N,Before,13,Shallow,6,Warm Water Corals,2
2023,North,29°N,After,6,Shallow,3,Warm Water Corals,10
2009,South,26°N,Before,17,Shallow,7,Warm Water Corals,6
2009,South,27°N,Before,74,Shallow,7,Warm Water Corals,1
2023,North,30°N,After,7,Shallow,3,Warm Water Corals,1
2023,North,30°N,After,7,Shallow,3,Warm Water Corals,3
2023,South,26°N,After,49,Shallow,3,Warm Water Corals,1
2010,South,26°N,Before,32,Shallow,4,Warm Water Corals,3
2010,South,26°N,Before,32,Shallow,4,Warm Water Corals,6
2009,South,28°N,After,87,Shallow,1,Warm Water Corals,6
2023,South,26°N,After,82,Shallow,1,Warm Water Corals,3
2023,South,27°N,After,86,Shallow,1,Warm Water Corals,3
2009,South,26°N,Before,33,Shallow,1,Warm Water Corals,1
2010,South,26°N,Before,14,Shallow,1,Warm Water Corals,10
2009,South,25°N,After,41,Shallow,3,Warm Water Corals,2
2023,South,26°N,After,82,Shallow,2,Warm Water Corals,12
2009,South,26°N,Before,33,Shallow,2,Warm Water Corals,3
2023,South,24°N,Before,22,Deep,3,Warm Water Corals,1
2009,South,24°N,After,22,Deep,2,Warm Water Corals,13
2023,South,27°N,After,86,Shallow,3,Warm Water Corals,4
2009,North,29°N,Before,88,Shallow,4,Warm Water Corals,1
2009,South,28°N,After,87,Shallow,4,Warm Water Corals,2
2009,North,30°N,Before,8,Deep,1,Warm Water Corals,1
2009,North,30°N,Before,8,Shallow,4,Warm Water Corals,1
2009,North,30°N,Before,8,Shallow,4,Warm Water Corals,1
2009,South,26°N,Before,27,Shallow,3,Warm Water Corals,2
2009,South,26°N,Before,15,Shallow,4,Warm Water Corals,6
2023,South,25°N,After,65,Deep,3,Warm Water Corals,6
2009,South,28°N,After,87,Shallow,5,Warm Water Corals,1
2023,South,25°N,Before,65,Shallow,1,Warm Water Corals,2
2009,North,29°N,Before,66,Shallow,1,Warm Water Corals,3
2010,North,30°N,Before,7,Shallow,2,Warm Water Corals,1
2009,South,25°N,After,54,Shallow,4,Warm Water Corals,100
2023,South,25°N,Before,65,Shallow,3,Warm Water Corals,8
2009,South,24°N,After,44,Shallow,6,Warm Water Corals,31
2023,North,29°N,After,35,Shallow,4,Warm Water Corals,8
2010,North,29°N,Before,30,Shallow,2,Warm Water Corals,1
2023,South,26°N,After,19,Shallow,2,Warm Water Corals,10
2009,North,29°N,Before,66,Shallow,3,Warm Water Corals,1
2010,South,26°N,Before,32,Shallow,1,Warm Water Corals,3
2023,North,29°N,After,6,Shallow,1,Warm Water Corals,2
2009,North,29°N,Before,66,Shallow,4,Warm Water Corals,1
2009,South,24°N,After,22,Deep,7,Warm Water Corals,1
2009,North,30°N,Before,8,Deep,5,Warm Water Corals,2
2023,South,26°N,After,20,Deep,2,Warm Water Corals,81
2010,South,28°N,After,9,Deep,4,Warm Water Corals,2
2023,North,29°N,After,6,Shallow,2,Warm Water Corals,1
2009,North,29°N,Before,66,Shallow,5,Warm Water Corals,2
2023,South,26°N,After,20,Deep,3,Warm Water Corals,2
2023,South,25°N,Before,81,Shallow,2,Warm Water Corals,103
2010,South,26°N,Before,27,Shallow,3,Warm Water Corals,1
2010,South,26°N,Before,34,Shallow,3,Warm Water Corals,1
2023,North,29°N,After,3,Shallow,2,Warm Water Corals,2
2023,South,26°N,After,82,Deep,4,Warm Water Corals,6
2023,North,30°N,After,7,Shallow,3,Warm Water Corals,3
2010,South,28°N,After,9,Shallow,1,Warm Water Corals,1
2009,North,29°N,Before,89,Deep,1,Warm Water Corals,1
2023,North,29°N,After,3,Shallow,4,Warm Water Corals,3
2009,South,24°N,After,38,Shallow,8,Warm Water Corals,1
2023,South,26°N,After,82,Shallow,1,Warm Water Corals,18
2023,South,24°N,Before,43,Shallow,1,Warm Water Corals,7
2023,South,26°N,After,21,Deep,1,Warm Water Corals,3
2023,South,26°N,After,21,Deep,1,Warm Water Corals,1
2023,South,25°N,Before,61,Shallow,3,Warm Water Corals,4
2023,South,25°N,Before,61,Shallow,3,Warm Water Corals,12
2009,South,26°N,Before,34,Deep,8,Warm Water Corals,1
2009,North,29°N,Before,89,Deep,2,Warm Water Corals,22
2023,South,27°N,After,86,Shallow,2,Warm Water Corals,10
2009,South,24°N,After,22,Shallow,2,Warm Water Corals,2
2023,South,25°N,After,12,Deep,2,Warm Water Corals,7
2023,South,26°N,After,21,Shallow,1,Warm Water Corals,2
2009,South,25°N,After,72,Shallow,2,Warm Water Corals,3
2009,North,29°N,Before,89,Shallow,1,Warm Water Corals,1
2009,North,29°N,Before,89,Shallow,1,Warm Water Corals,3
2023,North,29°N,After,89,Shallow,4,Warm Water Corals,1
2023,South,25°N,Before,53,Shallow,1,Warm Water Corals,35
2023,South,25°N,Before,53,Shallow,2,Warm Water Corals,3
2023,South,25°N,Before,53,Shallow,2,Warm Water Corals,2
2010,South,27°N,Before,47,Shallow,2,Warm Water Corals,11
2009,South,27°N,Before,74,Deep,8,Warm Water Corals,1
2010,North,29°N,Before,67,Shallow,3,Warm Water Corals,2
2009,North,30°N,Before,8,Shallow,6,Warm Water Corals,1
2010,North,29°N,Before,26,Deep,4,Warm Water Corals,1
